Location\Items,Grappling Hook,Progressive Picto Box,Iron Boots,Empty Bottle,Bait Bag,Delivery Bag,Boomerang,Progressive Bow,Hookshot,Deku Leaf,Bombs,Skull Hammer,Command Melody,Triforce Shard 1,Triforce Shard 2,Triforce Shard 3,Triforce Shard 4,Triforce Shard 5,Triforce Shard 6,Triforce Shard 7,Triforce Shard 8,Dragon Tingle Statue,Forbidden Tingle Statue,Goddess Tingle Statue,Earth Tingle Statue,Wind Tingle Statue,Din's Pearl,Farore's Pearl,Nayru's Pearl,Progressive Sword,Progressive Shield,Power Bracelets,DRC Small Key,DRC Big Key,FW Small Key,FW Big Key,TotG Small Key,TotG Big Key,ET Small Key,ET Big Key,WT Small Key,WT Big Key,Maggie's Letter,Moblin's Letter,Note to Mom,Cabana Deed,Ghost Ship Chart,Progressive Wallet,Progressive Magic Meter,Spoils Bag,Progressive Quiver,Treasure Chart 1,Treasure Chart 2,Treasure Chart 3,Treasure Chart 4,Treasure Chart 5,Treasure Chart 6,Treasure Chart 7,Treasure Chart 8,Treasure Chart 9,Treasure Chart 10,Treasure Chart 11,Treasure Chart 12,Treasure Chart 13,Treasure Chart 14,Treasure Chart 15,Treasure Chart 16,Treasure Chart 17,Treasure Chart 18,Treasure Chart 19,Treasure Chart 20,Treasure Chart 21,Treasure Chart 22,Treasure Chart 23,Treasure Chart 24,Treasure Chart 25,Treasure Chart 26,Treasure Chart 27,Treasure Chart 28,Treasure Chart 29,Treasure Chart 30,Treasure Chart 31,Treasure Chart 32,Treasure Chart 33,Treasure Chart 34,Treasure Chart 35,Treasure Chart 36,Treasure Chart 37,Treasure Chart 38,Treasure Chart 39,Treasure Chart 40,Treasure Chart 41,Triforce Chart 1,Triforce Chart 2,Triforce Chart 3,Triforce Chart 4,Triforce Chart 5,Triforce Chart 6,Triforce Chart 7,Triforce Chart 8,Tingle Tuner,Magic Armor,Piece of Heart,Heart Container,Hero's Charm,Progressive Bomb Bag,Red Chu Jelly,Green Chu Jelly,Joy Pendant,Golden Feather,Boko Baba Seed,Skull Necklace,Knight's Crest,All-Purpose Bait,Hyoi Pear,Fill-Up Coupon,Beedle's Chart,Great Fairy Chart,Light Ring Chart,Octo Chart,Platform Chart,Secret Cave Chart,Submarine Chart,Tingle's Chart,Green Rupee,Blue Rupee,Yellow Rupee,Red Rupee,Purple Rupee,Orange Rupee,Silver Rupee,Rainbow Rupee,Hurricane Spin
Fire Mountain - Lookout Platform - Destroy the Cannons,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,32,74,59,42,36,41,38,54,57,62,39,59,52,58,44,48,51,44,43,33,39,56,39,41,36,65,32,40,50,54,51,39,40,46,42,41,36,47,41,49,47,46,38,45,36,36,59,40,29,36,46,37,47,2009,271,46,99,46,49,471,460,66,470,152,44,222,40,41,36,32,46,47,43,51,53,47,97,132,233,501,745,814,50,35
Fire Mountain - Big Octo,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,43,103,49,47,40,48,34,44,28,48,43,56,45,43,39,36,43,39,52,39,57,34,52,51,41,48,54,57,47,43,44,40,36,45,44,53,45,40,47,38,40,53,53,44,52,42,37,44,43,33,37,32,48,1896,265,40,97,54,63,507,466,53,485,168,55,192,32,46,40,38,30,34,45,47,49,40,94,152,253,539,754,826,47,37
Fire Mountain - Sunken Treasure,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,33,57,18,27,20,22,28,19,24,28,37,26,23,32,32,34,24,27,27,20,25,31,21,30,36,27,21,28,26,29,31,32,17,24,35,31,24,22,0,31,25,24,38,33,34,34,21,24,25,35,25,35,31,1128,153,23,66,0,0,529,0,0,0,0,0,0,31,25,21,33,35,22,33,24,31,0,0,549,1202,1779,2700,0,0,33
Ice Ring Isle - Frozen Chest,76,185,70,141,62,67,61,324,56,77,57,78,56,75,61,77,76,77,64,70,92,38,25,24,30,27,44,29,24,329,192,47,0,0,0,0,0,0,0,0,0,0,60,63,54,58,63,75,163,26,62,27,22,31,38,24,28,24,25,28,34,35,31,30,25,28,20,20,19,22,28,28,32,29,25,26,31,36,34,27,28,33,31,29,30,28,34,36,20,34,33,31,32,25,22,35,35,28,26,26,19,33,1343,183,36,79,36,26,332,362,47,341,108,37,138,32,23,28,26,30,31,32,37,21,34,80,119,157,359,548,519,33,33
Ice Ring Isle - Cave - Chest,56,166,50,159,65,70,56,305,49,75,65,78,66,71,78,65,72,61,65,61,66,36,28,30,28,35,34,27,29,348,191,64,0,0,0,0,0,0,0,0,0,0,68,41,53,62,63,90,147,34,65,30,27,31,33,26,37,31,28,27,29,29,33,38,28,44,32,28,38,40,28,27,33,24,37,29,29,23,31,36,38,19,30,41,36,37,47,26,21,28,20,25,23,36,35,25,34,29,25,28,36,34,1349,172,24,79,30,34,340,309,33,327,127,35,123,31,29,37,25,33,30,28,31,25,40,68,105,183,359,532,556,29,26
Ice Ring Isle - Inner Cave - Chest,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,54,84,48,47,44,37,51,47,47,48,35,49,41,43,49,43,34,37,59,41,42,52,34,45,40,46,41,47,30,33,38,42,41,44,34,34,50,51,40,57,54,38,43,49,36,54,46,52,41,43,39,51,44,1916,237,43,82,52,50,463,491,54,477,146,65,232,41,46,42,55,44,46,43,46,47,55,90,145,266,504,789,810,53,47
Ice Ring Isle - Sunken Treasure,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,25,65,25,28,33,34,19,26,25,16,17,24,26,25,28,28,29,33,0,24,27,27,26,41,23,30,30,33,16,19,31,21,23,26,18,29,16,25,26,30,30,32,17,30,33,24,29,27,25,30,18,31,23,1160,168,20,50,0,0,540,0,0,0,0,0,0,25,30,29,28,28,28,27,22,28,0,0,587,1219,1846,2637,0,0,32
Headstone Island - Top of the Island,129,256,126,194,0,139,144,405,129,156,139,145,135,47,64,51,60,64,53,61,41,86,78,104,104,82,77,103,105,374,263,147,0,0,0,0,0,0,0,0,0,0,141,128,119,122,115,164,250,24,51,23,22,23,29,27,23,23,20,17,21,19,22,22,23,20,15,21,31,21,36,20,25,24,28,19,20,22,20,19,23,21,16,13,21,20,21,24,19,22,15,23,19,15,22,23,16,26,27,16,23,22,992,142,18,35,29,29,241,227,22,216,72,32,109,20,19,20,12,23,24,12,19,26,19,62,82,127,255,400,371,37,31
Headstone Island - Submarine,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,47,86,48,53,43,46,42,41,39,42,59,44,36,39,46,39,32,52,54,37,47,58,57,40,52,46,57,37,51,45,47,41,48,44,55,37,41,33,42,36,46,51,41,43,45,39,48,34,47,36,43,43,34,1863,249,46,88,49,58,437,431,46,476,184,44,230,54,50,47,40,60,42,46,48,35,47,98,176,260,552,811,767,39,37
Headstone Island - Sunken Treasure,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,26,40,18,28,25,26,24,24,27,29,22,27,29,29,33,31,21,25,26,20,19,34,19,23,34,28,30,25,36,24,22,21,23,30,21,32,19,32,16,29,19,0,23,20,22,28,27,21,22,27,20,26,22,1159,161,25,43,0,0,548,0,0,0,0,0,0,29,30,23,15,30,31,24,25,22,0,0,546,1374,1820,2646,0,0,25
Earth Temple - Transparent Chest In Warp Pot Room,27,50,35,95,21,29,30,126,29,36,32,30,0,11,11,10,10,17,13,21,20,16,10,10,7,16,17,9,12,87,86,0,0,0,0,0,0,0,4982,452,0,0,25,27,22,36,33,41,74,15,35,21,15,10,23,12,18,12,19,21,16,13,6,9,16,19,16,17,17,11,18,17,14,13,10,14,12,13,12,19,13,16,15,17,14,11,11,14,13,18,21,10,17,13,21,14,15,13,16,18,16,10,678,93,16,33,21,14,167,154,19,161,59,18,78,21,14,17,15,12,16,14,11,8,24,35,57,85,182,262,255,22,15
Earth Temple - Behind Curtain In Warp Pot Room,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,39,97,42,33,41,45,53,28,47,29,53,48,36,49,48,50,48,46,53,36,48,44,47,52,36,42,41,44,51,41,46,42,39,41,46,40,50,49,48,50,38,54,41,38,46,41,41,42,46,51,58,50,43,1885,244,51,97,55,63,459,447,54,472,166,63,207,44,40,32,47,49,38,46,47,47,68,107,144,277,541,757,766,46,44
Earth Temple - Transparent Chest in First Crypt,20,43,19,67,21,16,18,103,19,31,19,0,0,19,25,18,13,25,19,22,15,11,7,9,12,10,14,10,6,78,68,0,0,0,0,0,0,0,4990,450,0,0,17,21,25,25,22,37,59,13,39,17,18,14,13,15,21,19,19,22,16,16,24,16,21,12,15,11,10,20,8,12,19,20,20,14,10,14,10,11,12,14,17,16,13,14,14,13,16,14,8,15,16,10,9,12,17,14,15,19,17,11,674,103,11,37,22,20,166,194,21,170,52,18,72,15,15,13,16,19,13,13,17,26,17,32,64,110,217,300,308,13,14
Earth Temple - Chest Behind Destructible Walls,16,27,16,70,10,17,18,66,7,11,10,0,0,23,22,24,25,17,20,20,22,1,10,6,8,7,1,2,7,75,0,0,0,0,0,0,0,0,4989,427,0,0,11,11,18,16,22,33,36,24,34,20,19,20,18,18,12,14,24,14,22,18,23,23,17,25,16,24,7,13,17,15,22,18,22,20,23,22,10,20,22,14,13,18,12,9,15,18,13,15,17,16,21,19,16,23,16,17,14,14,11,21,747,106,13,40,24,16,183,171,24,177,66,22,78,12,22,19,10,12,18,24,18,23,23,50,55,103,204,303,317,34,17
Earth Temple - Chest Behind Statues,9,37,15,88,17,8,10,67,10,13,12,9,0,33,33,30,23,37,37,40,28,3,7,9,6,5,5,6,10,93,8,0,0,0,0,0,0,0,1710,735,0,0,15,10,15,13,10,43,25,31,60,27,41,32,39,29,27,24,17,21,37,29,29,29,33,24,23,28,23,30,34,32,27,29,32,25,31,29,25,29,37,34,27,34,34,30,32,34,31,33,27,27,22,38,26,25,25,26,28,28,33,42,1305,178,36,72,41,33,351,327,27,318,86,34,131,25,34,32,22,35,39,33,31,25,35,65,105,208,342,546,538,39,24
Earth Temple - Casket in Second Crypt,13,32,11,102,15,7,6,72,13,16,13,9,0,27,24,31,24,36,35,34,29,5,1,8,8,5,3,5,3,115,15,0,0,0,0,0,0,0,1584,779,0,0,12,14,16,13,9,42,30,23,57,27,31,25,29,22,38,35,29,26,30,27,31,31,29,29,45,30,21,30,27,40,30,24,26,31,32,32,35,37,30,41,36,29,26,18,28,20,36,29,18,31,34,25,37,22,35,29,30,28,25,33,1371,171,31,53,32,36,327,341,40,333,98,43,137,35,34,26,28,19,34,29,32,40,39,77,119,177,395,541,492,29,26
Earth Temple - Stalfos Miniboss Room,8,40,10,117,17,17,14,92,10,17,15,3,0,35,37,46,35,41,33,46,46,8,2,5,3,8,5,9,6,111,4,0,0,0,0,0,0,0,0,887,0,0,9,7,15,7,10,43,37,37,86,32,42,33,32,50,34,40,28,33,52,24,36,38,32,35,41,34,39,41,34,28,31,27,42,41,33,38,39,36,36,48,41,42,44,32,34,47,37,43,36,40,33,30,31,37,31,35,28,29,31,55,1599,210,43,74,48,32,421,398,48,407,118,42,146,40,36,35,46,43,26,32,35,35,41,88,87,222,446,627,667,43,22
Earth Temple - Tingle Statue Chest,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,35,73,48,39,43,37,55,39,46,30,48,46,31,52,41,41,42,36,42,37,37,52,45,46,38,39,40,43,42,38,49,47,36,48,53,43,51,52,43,49,33,46,42,48,42,42,44,48,42,52,46,31,59,1975,254,41,108,58,56,465,494,53,479,150,46,215,43,32,47,40,41,42,49,36,32,47,124,164,265,507,777,760,55,50
Earth Temple - End of Foggy Room With Floormasters,12,35,13,46,13,14,16,74,10,15,18,13,0,16,18,23,17,22,24,19,27,6,5,5,5,5,4,4,6,71,0,0,0,0,0,0,0,0,5028,443,0,0,15,15,7,4,19,31,49,20,42,9,7,17,17,15,19,16,12,12,15,15,13,19,9,18,15,10,17,13,20,13,15,22,19,17,18,23,20,22,15,20,12,18,20,24,15,14,14,16,17,17,13,8,24,12,22,19,13,22,20,17,769,117,10,32,20,25,196,159,21,202,59,23,80,19,17,16,7,20,10,19,20,19,18,35,71,87,199,308,323,27,14
Earth Temple - Kill All Floormasters in Foggy Room,15,42,13,53,20,22,14,82,19,21,16,16,0,10,15,17,18,14,18,27,21,8,3,6,7,9,6,6,2,61,0,0,0,0,0,0,0,0,5046,459,0,0,14,14,12,12,15,34,41,20,34,13,12,16,15,18,19,16,14,14,18,23,22,22,26,23,13,11,14,21,13,13,13,18,22,15,21,10,13,12,18,26,15,15,18,14,21,14,31,20,9,24,17,17,18,18,21,15,22,16,13,11,728,94,19,39,20,22,163,186,27,194,56,19,67,9,21,19,13,23,11,20,10,12,18,45,70,93,212,283,298,30,24
Earth Temple - Behind Curtain Next to Hammer Button,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,49,77,47,38,40,39,45,48,34,44,42,49,42,43,36,44,46,43,49,45,48,47,45,41,40,42,51,42,40,43,38,58,45,44,44,46,44,54,43,37,50,53,40,43,56,58,37,51,45,50,37,47,52,1893,272,50,87,57,41,469,490,53,462,146,48,206,56,57,40,37,53,59,37,46,36,47,110,169,266,555,738,756,48,49
Earth Temple - Chest in Third Crypt,14,55,19,122,20,15,11,100,15,20,15,0,0,44,36,35,43,60,41,33,40,9,7,2,8,5,8,9,14,111,0,0,0,0,0,0,0,0,0,906,0,0,13,14,16,14,14,45,40,41,79,26,40,35,26,33,36,42,28,37,38,36,34,36,34,41,37,32,35,28,41,40,33,36,37,32,37,37,34,42,28,35,30,35,37,38,26,29,37,39,43,37,34,38,36,41,47,29,26,33,45,30,1543,221,33,67,54,31,353,391,50,387,119,45,185,32,21,46,41,36,40,43,31,39,45,74,124,238,428,672,646,50,26
Earth Temple - Many Mirrors Room Right Chest,16,53,15,134,18,14,20,102,22,20,14,0,0,44,57,42,52,52,43,38,38,9,10,9,6,3,9,9,12,112,0,0,0,0,0,0,0,0,0,905,0,0,11,26,15,14,10,46,40,36,55,42,33,38,39,26,36,34,25,49,43,34,40,32,32,37,30,37,48,35,29,48,37,30,31,48,38,36,36,40,42,29,32,38,45,35,21,34,23,36,45,36,39,37,38,26,34,34,33,33,31,42,1523,219,32,70,44,41,408,414,50,363,110,51,178,37,39,35,39,28,38,32,24,43,36,86,125,215,454,616,628,34,31
Earth Temple - Many Mirrors Room Left Chest,21,53,14,139,12,23,16,97,11,15,15,0,0,46,44,50,42,45,37,51,40,8,3,8,11,3,4,9,16,128,0,0,0,0,0,0,0,0,0,920,0,0,12,9,13,15,13,56,50,41,80,35,43,37,39,37,38,31,35,40,33,41,24,39,37,36,30,38,42,36,35,27,33,31,35,41,26,40,36,32,40,37,24,25,33,29,27,42,49,41,34,36,36,38,25,20,35,37,31,30,30,29,1519,229,41,84,43,40,390,390,41,375,123,55,176,42,25,36,35,38,39,33,28,40,45,71,130,207,457,624,645,40,34
Earth Temple - Stalfos Crypt Room,15,52,12,131,21,16,27,114,10,17,15,0,0,36,39,45,48,49,40,34,27,5,7,8,10,5,6,12,7,129,0,0,0,0,0,0,0,0,0,960,0,0,20,12,17,18,13,56,53,34,67,31,51,41,28,40,40,44,40,25,31,31,42,26,36,43,37,32,33,44,38,31,27,41,29,39,37,38,31,29,31,47,36,42,35,40,27,31,24,31,45,35,33,33,35,36,38,39,44,34,40,33,1579,216,29,74,56,30,386,394,47,355,125,42,142,31,28,45,31,36,48,34,40,33,49,88,115,231,436,614,588,36,31
Earth Temple - Big Key Chest,12,56,14,109,18,24,22,109,10,19,18,0,0,46,48,40,42,36,37,45,43,12,6,4,6,11,9,4,6,116,0,0,0,0,0,0,0,0,0,934,0,0,22,18,13,19,21,65,48,41,70,35,39,45,44,30,41,41,35,36,37,26,33,25,33,33,27,25,41,32,49,39,38,24,37,31,28,37,42,36,46,41,36,31,43,33,40,38,32,34,37,32,36,26,42,36,41,31,32,36,38,31,1553,182,32,84,41,35,385,382,45,374,132,48,155,44,40,30,34,26,45,25,41,25,44,80,131,199,452,641,638,41,32
Earth Temple - Jalhalla Heart Container,0,0,0,59,0,0,0,0,0,0,0,0,0,612,679,605,607,608,611,636,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,40,16,26,28,22,18,22,17,16,20,17,18,23,23,18,33,22,29,12,18,24,27,18,20,26,15,25,16,25,24,19,26,21,20,23,25,15,27,22,21,20,21,20,32,15,15,18,15,23,22,19,13,999,117,19,46,21,17,253,268,19,223,87,30,92,22,25,25,25,17,19,16,30,15,29,41,74,140,268,404,406,19,24
Wind Temple - Chest Between Two Dirt Patches,32,79,0,112,39,46,39,142,27,30,31,0,0,35,26,27,32,35,35,21,27,15,10,16,15,20,15,13,10,142,112,19,0,0,0,0,0,0,0,0,1996,762,33,38,36,32,30,49,74,28,45,23,31,21,25,29,29,21,34,19,23,22,28,21,26,18,25,34,25,33,34,40,18,21,24,25,18,30,30,30,23,30,32,32,22,28,29,29,19,25,24,33,12,21,24,24,31,20,27,24,34,24,1095,175,29,62,32,23,276,279,34,250,83,38,123,22,25,30,23,24,28,26,33,32,28,62,89,148,323,469,449,23,18
Wind Temple - Behind Stone Head in Hidden Upper Room,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,58,88,42,44,43,43,34,37,46,41,39,42,43,50,34,35,56,56,40,55,44,33,39,45,40,50,39,47,38,43,43,38,35,54,46,46,28,41,44,48,42,42,42,51,38,52,46,48,45,45,41,50,34,1921,268,51,84,68,52,464,461,52,472,152,54,193,42,38,47,52,44,40,50,42,38,54,110,144,265,509,823,806,40,50
Wind Temple - Tingle Statue Chest,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,32,79,36,49,36,46,47,42,52,43,52,39,51,37,41,29,49,46,41,43,44,35,41,55,38,36,55,51,47,35,41,49,49,46,43,42,53,38,26,47,38,46,49,39,54,48,43,39,32,51,44,39,42,1922,262,42,76,48,46,458,486,62,501,141,57,213,42,40,38,35,41,46,43,44,51,51,117,159,256,518,776,827,52,46
Wind Temple - Chest Behind Stone Head,21,45,0,103,12,17,7,101,0,0,20,0,0,26,38,44,29,35,33,34,42,5,6,8,7,9,7,3,12,116,52,13,0,0,0,0,0,0,0,0,1948,817,19,18,21,14,10,39,45,24,45,27,32,28,27,28,26,24,19,35,40,31,35,26,32,27,26,39,29,24,22,33,21,22,18,25,31,31,32,30,30,32,34,29,25,26,32,27,33,22,27,20,28,25,33,28,24,29,33,24,21,33,1240,151,23,47,32,35,308,273,29,275,98,19,132,29,25,23,27,21,21,34,28,28,30,93,94,166,350,533,481,39,36
Wind Temple - Big Key Chest,16,63,0,105,12,21,16,116,23,0,21,0,0,36,44,31,40,40,39,23,26,11,15,5,14,8,10,13,18,125,71,14,0,0,0,0,0,0,0,0,2004,754,16,13,11,23,20,52,61,23,55,29,34,32,27,23,29,17,28,28,25,26,23,30,24,36,29,31,23,23,27,35,24,35,31,31,27,30,30,30,40,29,22,18,26,43,29,28,26,25,34,35,18,38,20,31,17,37,22,31,29,31,1158,179,24,49,29,39,315,266,29,281,85,29,154,28,24,22,26,33,28,28,28,27,29,60,100,168,276,481,486,43,22
Wind Temple - Chest In Many Cyclones Room,26,49,0,106,16,17,15,108,14,0,15,0,0,34,29,40,31,30,45,34,29,10,9,12,5,8,11,14,7,132,64,25,0,0,0,0,0,0,0,0,2043,795,19,18,22,18,10,33,50,28,67,34,23,22,30,32,32,22,24,33,29,35,22,17,18,25,21,21,25,32,22,14,23,27,24,16,33,25,28,28,21,24,19,16,25,30,32,22,29,24,36,29,29,24,28,28,33,32,34,28,25,22,1151,157,23,57,30,41,284,295,25,305,91,33,131,32,23,28,18,25,29,26,31,23,30,74,92,177,326,488,518,29,43
Wind Temple - Behind Stone Head in Many Cyclones Room,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,45,80,48,39,56,55,53,43,46,39,39,29,47,43,36,31,41,40,42,46,42,38,50,35,45,42,45,54,41,41,41,33,43,50,55,54,44,42,38,33,45,52,52,69,51,37,34,40,54,32,36,38,46,1947,289,44,99,59,37,487,489,51,450,162,37,209,37,43,50,40,39,45,50,39,41,58,95,140,253,521,793,750,54,49
Wind Temple - Spike Wall Room - First Chest,21,50,0,108,13,17,16,102,18,0,20,0,0,28,26,32,32,40,33,30,29,9,15,8,2,7,11,10,11,106,64,19,0,0,0,0,0,0,0,0,2056,819,15,13,20,12,12,41,42,36,68,21,29,27,36,26,29,25,20,31,27,30,32,27,28,25,30,23,35,30,20,29,19,33,28,36,34,28,25,27,22,26,24,23,15,25,24,30,31,28,23,35,29,23,22,26,34,29,13,29,32,23,1175,167,14,56,37,42,267,287,36,302,91,35,129,25,31,34,35,33,31,29,20,27,28,54,86,174,332,498,473,43,22
Wind Temple - Spike Wall Room - Destroy All Cracked Floors,20,45,0,94,16,20,14,104,20,0,22,0,0,35,25,39,31,24,33,24,36,5,7,13,6,8,12,5,6,105,45,16,0,0,0,0,0,0,0,0,1961,845,19,14,15,17,19,38,42,24,50,38,24,28,27,19,26,33,23,25,27,16,21,32,36,30,23,30,29,26,31,32,27,31,24,30,36,40,35,22,33,26,44,24,31,25,30,28,20,24,33,21,23,21,31,21,35,26,31,17,28,28,1207,148,27,48,31,32,304,326,44,306,96,32,121,23,31,23,33,34,25,26,32,23,38,65,92,181,325,458,526,24,24
Wind Temple - Wizzrobe Miniboss Room,26,74,0,115,33,21,20,124,12,0,20,0,0,24,46,32,37,44,34,28,34,12,18,9,8,7,13,13,18,113,87,20,0,0,0,0,0,0,0,0,0,1027,22,18,30,17,24,45,62,34,78,51,31,34,44,31,28,29,42,35,32,31,36,32,33,34,31,41,31,42,30,40,43,34,34,40,30,35,32,38,34,29,29,26,21,32,34,38,34,48,41,33,40,40,30,27,33,34,32,31,32,25,1581,187,34,66,51,47,348,327,48,351,111,44,168,43,33,35,44,47,22,33,35,29,34,81,126,207,423,596,620,41,42
Wind Temple - Chest at Top of Hub Room,11,51,0,107,13,18,22,110,13,0,8,0,0,29,19,23,31,26,26,32,24,7,5,4,2,7,3,6,7,96,72,21,0,0,0,0,0,0,0,0,2024,772,12,24,15,10,10,42,31,27,52,19,39,31,26,24,24,24,31,31,23,30,25,17,37,28,27,24,24,37,32,30,25,23,23,23,28,16,22,27,32,27,37,31,33,28,32,43,31,34,31,26,25,28,29,33,21,32,30,33,41,30,1203,199,21,54,30,27,284,309,34,303,96,25,142,24,26,30,36,25,32,29,25,21,41,80,115,182,307,500,472,35,24
Wind Temple - Chest Behind Seven Armos,18,41,0,98,18,15,17,108,11,0,10,0,0,38,32,40,31,45,25,21,27,10,8,7,8,5,12,9,4,121,63,19,0,0,0,0,0,0,0,0,2000,777,17,15,18,12,23,42,46,35,65,26,25,21,29,36,21,17,26,28,32,25,25,28,25,25,32,28,30,30,27,29,29,35,35,25,25,33,31,33,33,27,25,26,22,27,24,25,28,30,23,28,22,23,29,25,32,28,28,27,28,24,1204,159,29,44,38,33,283,296,29,284,111,35,127,28,24,33,33,24,24,22,26,26,31,70,86,162,342,512,511,35,33
Wind Temple - Kill All Enemies in Tall Basement Room,19,48,0,119,15,22,24,119,0,0,27,0,0,36,42,41,36,43,32,41,36,10,6,8,10,4,11,12,8,124,74,20,0,0,0,0,0,0,0,0,0,1037,18,17,19,27,19,36,46,34,54,32,35,31,29,25,32,44,28,21,25,32,35,37,44,38,53,31,44,41,29,33,37,35,36,38,36,34,35,32,34,33,40,51,27,38,38,45,30,37,43,25,41,38,35,27,34,36,30,38,39,30,1563,205,40,73,34,43,369,383,30,381,130,52,172,34,39,33,24,34,37,35,34,26,37,84,113,181,388,651,616,28,46
Wind Temple - Molgera Heart Container,0,0,0,64,0,0,0,0,0,0,0,0,0,611,592,608,634,578,666,621,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,41,21,13,22,22,20,17,18,30,19,26,22,21,22,18,27,22,15,19,30,16,18,25,21,21,20,27,18,11,19,22,25,20,23,23,15,31,24,22,26,19,21,25,28,29,30,16,28,22,23,24,25,952,143,23,36,24,32,262,255,25,209,86,16,121,13,9,22,22,20,29,32,24,21,28,58,98,118,263,394,399,28,17
Ganon's Tower - Maze Chest,4,58,13,134,14,15,8,145,3,1,4,1,1,0,0,0,0,0,0,0,0,5,2,3,4,5,2,2,2,0,51,9,0,0,0,0,0,0,0,0,0,0,16,14,23,19,10,43,42,39,109,48,45,51,58,54,51,37,39,37,44,39,38,48,31,36,55,49,45,37,38,29,35,44,39,47,39,37,44,40,39,37,42,37,47,37,38,33,42,34,36,42,40,32,50,41,39,44,27,35,36,51,1840,262,33,89,54,39,456,429,46,471,155,41,195,30,33,33,45,44,43,49,40,34,56,105,149,236,538,747,738,47,29
Mailbox - Letter from Hoskit's Girlfriend,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,60,34,28,19,27,20,16,26,22,30,22,25,31,29,30,21,23,26,19,25,21,33,24,36,31,33,27,16,21,23,27,32,22,37,21,33,28,21,24,28,24,31,20,28,29,24,35,29,26,23,33,28,1117,152,20,49,74,71,721,696,70,651,232,75,310,20,20,26,20,22,32,23,18,28,88,134,245,356,759,1179,1174,87,23
Mailbox - Letter from Baito's Mother,126,290,132,201,121,0,106,444,145,180,117,111,120,55,63,61,53,53,63,54,62,50,53,54,50,50,60,55,53,421,268,115,0,0,0,0,0,0,0,0,0,0,140,115,0,106,108,134,274,24,54,19,19,20,23,26,30,21,24,31,21,15,28,26,32,29,20,27,24,20,20,22,26,19,21,23,31,29,29,22,19,32,21,26,26,29,27,24,31,25,24,18,24,30,32,25,24,19,26,21,29,26,1002,130,23,45,25,29,264,281,25,260,76,33,110,30,18,26,20,21,10,20,25,30,26,59,86,124,282,430,441,26,27
